sample_id,modality,subject_id,session_id,split,source_file,window_index,window_start_ms,window_end_ms,duration_ms,label_class,label_id,label_scheme,valid,valid_ratio,mask,feature_path,feature_shape,feature_dtype,extractor_name,extractor_version,error
03_P06_20231116_14_25_10_28,video,P06,P06_20231116_1425_10,train,"[""Upper_body_video_03/03_P06_20231116_14_25_10_28.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P06_20231116_14_25_10_28.npz::valid_mask,video_features_v1/03_P06_20231116_14_25_10_28.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P06_20231116_14_27_12_27,video,P06,P06_20231116_1427_12,train,"[""Upper_body_video_03/03_P06_20231116_14_27_12_27.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P06_20231116_14_27_12_27.npz::valid_mask,video_features_v1/03_P06_20231116_14_27_12_27.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P06_20231116_14_28_47_17,video,P06,P06_20231116_1428_47,train,"[""Upper_body_video_03/03_P06_20231116_14_28_47_17.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P06_20231116_14_28_47_17.npz::valid_mask,video_features_v1/03_P06_20231116_14_28_47_17.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P07_20231116_16_45_43_16,video,P07,P07_20231116_1645_43,test,"[""Upper_body_video_03/03_P07_20231116_16_45_43_16.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P07_20231116_16_45_43_16.npz::valid_mask,video_features_v1/03_P07_20231116_16_45_43_16.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P07_20231116_16_46_41_17,video,P07,P07_20231116_1646_41,test,"[""Upper_body_video_03/03_P07_20231116_16_46_41_17.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P07_20231116_16_46_41_17.npz::valid_mask,video_features_v1/03_P07_20231116_16_46_41_17.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P07_20231116_16_47_50_17,video,P07,P07_20231116_1647_50,test,"[""Upper_body_video_03/03_P07_20231116_16_47_50_17.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P07_20231116_16_47_50_17.npz::valid_mask,video_features_v1/03_P07_20231116_16_47_50_17.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P08_20231116_18_44_30_29,video,P08,P08_20231116_1844_30,test,"[""Upper_body_video_03/03_P08_20231116_18_44_30_29.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P08_20231116_18_44_30_29.npz::valid_mask,video_features_v1/03_P08_20231116_18_44_30_29.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P08_20231116_18_46_15_24,video,P08,P08_20231116_1846_15,test,"[""Upper_body_video_03/03_P08_20231116_18_46_15_24.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P08_20231116_18_46_15_24.npz::valid_mask,video_features_v1/03_P08_20231116_18_46_15_24.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P08_20231116_18_47_16_29,video,P08,P08_20231116_1847_16,test,"[""Upper_body_video_03/03_P08_20231116_18_47_16_29.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P08_20231116_18_47_16_29.npz::valid_mask,video_features_v1/03_P08_20231116_18_47_16_29.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P09_20231117_09_44_03_23,video,P09,P09_20231117_0944_03,train,"[""Upper_body_video_03/03_P09_20231117_09_44_03_23.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,false,0.900000,video_features_v1/03_P09_20231117_09_44_03_23.npz::valid_mask,video_features_v1/03_P09_20231117_09_44_03_23.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,coverage_below_0.95
03_P09_20231117_09_45_49_21,video,P09,P09_20231117_0945_49,train,"[""Upper_body_video_03/03_P09_20231117_09_45_49_21.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P09_20231117_09_45_49_21.npz::valid_mask,video_features_v1/03_P09_20231117_09_45_49_21.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P09_20231117_09_47_28_19,video,P09,P09_20231117_0947_28,train,"[""Upper_body_video_03/03_P09_20231117_09_47_28_19.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P09_20231117_09_47_28_19.npz::valid_mask,video_features_v1/03_P09_20231117_09_47_28_19.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P10_20231123_16_21_58_25,video,P10,P10_20231123_1621_58,val,"[""Upper_body_video_03/03_P10_20231123_16_21_58_25.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P10_20231123_16_21_58_25.npz::valid_mask,video_features_v1/03_P10_20231123_16_21_58_25.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P10_20231123_16_23_26_22,video,P10,P10_20231123_1623_26,val,"[""Upper_body_video_03/03_P10_20231123_16_23_26_22.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P10_20231123_16_23_26_22.npz::valid_mask,video_features_v1/03_P10_20231123_16_23_26_22.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P10_20231123_16_25_09_31,video,P10,P10_20231123_1625_09,val,"[""Upper_body_video_03/03_P10_20231123_16_25_09_31.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P10_20231123_16_25_09_31.npz::valid_mask,video_features_v1/03_P10_20231123_16_25_09_31.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P11_20231124_14_28_08_25,video,P11,P11_20231124_1428_08,train,"[""Upper_body_video_03/03_P11_20231124_14_28_08_25.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P11_20231124_14_28_08_25.npz::valid_mask,video_features_v1/03_P11_20231124_14_28_08_25.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P11_20231124_14_30_36_25,video,P11,P11_20231124_1430_36,train,"[""Upper_body_video_03/03_P11_20231124_14_30_36_25.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P11_20231124_14_30_36_25.npz::valid_mask,video_features_v1/03_P11_20231124_14_30_36_25.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P11_20231124_14_32_03_22,video,P11,P11_20231124_1432_03,train,"[""Upper_body_video_03/03_P11_20231124_14_32_03_22.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P11_20231124_14_32_03_22.npz::valid_mask,video_features_v1/03_P11_20231124_14_32_03_22.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P12_20231125_14_21_04_24,video,P12,P12_20231125_1421_04,train,"[""Upper_body_video_03/03_P12_20231125_14_21_04_24.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P12_20231125_14_21_04_24.npz::valid_mask,video_features_v1/03_P12_20231125_14_21_04_24.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P12_20231125_14_23_29_20,video,P12,P12_20231125_1423_29,train,"[""Upper_body_video_03/03_P12_20231125_14_23_29_20.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P12_20231125_14_23_29_20.npz::valid_mask,video_features_v1/03_P12_20231125_14_23_29_20.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P12_20231125_14_25_05_14,video,P12,P12_20231125_1425_05,train,"[""Upper_body_video_03/03_P12_20231125_14_25_05_14.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P12_20231125_14_25_05_14.npz::valid_mask,video_features_v1/03_P12_20231125_14_25_05_14.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P13_20231125_16_15_01_20,video,P13,P13_20231125_1615_01,train,"[""Upper_body_video_03/03_P13_20231125_16_15_01_20.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P13_20231125_16_15_01_20.npz::valid_mask,video_features_v1/03_P13_20231125_16_15_01_20.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P13_20231125_16_16_08_18,video,P13,P13_20231125_1616_08,train,"[""Upper_body_video_03/03_P13_20231125_16_16_08_18.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P13_20231125_16_16_08_18.npz::valid_mask,video_features_v1/03_P13_20231125_16_16_08_18.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P13_20231125_16_17_45_16,video,P13,P13_20231125_1617_45,train,"[""Upper_body_video_03/03_P13_20231125_16_17_45_16.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P13_20231125_16_17_45_16.npz::valid_mask,video_features_v1/03_P13_20231125_16_17_45_16.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P14_20231128_14_58_05_16,video,P14,P14_20231128_1458_05,train,"[""Upper_body_video_03/03_P14_20231128_14_58_05_16.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P14_20231128_14_58_05_16.npz::valid_mask,video_features_v1/03_P14_20231128_14_58_05_16.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P14_20231128_14_59_12_20,video,P14,P14_20231128_1459_12,train,"[""Upper_body_video_03/03_P14_20231128_14_59_12_20.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P14_20231128_14_59_12_20.npz::valid_mask,video_features_v1/03_P14_20231128_14_59_12_20.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P14_20231128_15_02_02_17,video,P14,P14_20231128_1502_02,train,"[""Upper_body_video_03/03_P14_20231128_15_02_02_17.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P14_20231128_15_02_02_17.npz::valid_mask,video_features_v1/03_P14_20231128_15_02_02_17.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P15_20231128_16_05_23_23,video,P15,P15_20231128_1605_23,test,"[""Upper_body_video_03/03_P15_20231128_16_05_23_23.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P15_20231128_16_05_23_23.npz::valid_mask,video_features_v1/03_P15_20231128_16_05_23_23.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P15_20231128_16_06_41_20,video,P15,P15_20231128_1606_41,test,"[""Upper_body_video_03/03_P15_20231128_16_06_41_20.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P15_20231128_16_06_41_20.npz::valid_mask,video_features_v1/03_P15_20231128_16_06_41_20.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P15_20231128_16_08_34_26,video,P15,P15_20231128_1608_34,test,"[""Upper_body_video_03/03_P15_20231128_16_08_34_26.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P15_20231128_16_08_34_26.npz::valid_mask,video_features_v1/03_P15_20231128_16_08_34_26.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P16_20231130_13_19_17_38,video,P16,P16_20231130_1319_17,train,"[""Upper_body_video_03/03_P16_20231130_13_19_17_38.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P16_20231130_13_19_17_38.npz::valid_mask,video_features_v1/03_P16_20231130_13_19_17_38.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P16_20231130_13_20_36_26,video,P16,P16_20231130_1320_36,train,"[""Upper_body_video_03/03_P16_20231130_13_20_36_26.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P16_20231130_13_20_36_26.npz::valid_mask,video_features_v1/03_P16_20231130_13_20_36_26.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P16_20231130_13_22_01_29,video,P16,P16_20231130_1322_01,train,"[""Upper_body_video_03/03_P16_20231130_13_22_01_29.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P16_20231130_13_22_01_29.npz::valid_mask,video_features_v1/03_P16_20231130_13_22_01_29.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P17_20231130_14_37_30_44,video,P17,P17_20231130_1437_30,train,"[""Upper_body_video_03/03_P17_20231130_14_37_30_44.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P17_20231130_14_37_30_44.npz::valid_mask,video_features_v1/03_P17_20231130_14_37_30_44.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P17_20231130_14_39_17_38,video,P17,P17_20231130_1439_17,train,"[""Upper_body_video_03/03_P17_20231130_14_39_17_38.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P17_20231130_14_39_17_38.npz::valid_mask,video_features_v1/03_P17_20231130_14_39_17_38.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P17_20231130_14_40_24_44,video,P17,P17_20231130_1440_24,train,"[""Upper_body_video_03/03_P17_20231130_14_40_24_44.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P17_20231130_14_40_24_44.npz::valid_mask,video_features_v1/03_P17_20231130_14_40_24_44.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P18_20231130_18_49_47_26,video,P18,P18_20231130_1849_47,train,"[""Upper_body_video_03/03_P18_20231130_18_49_47_26.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P18_20231130_18_49_47_26.npz::valid_mask,video_features_v1/03_P18_20231130_18_49_47_26.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P18_20231130_18_51_05_28,video,P18,P18_20231130_1851_05,train,"[""Upper_body_video_03/03_P18_20231130_18_51_05_28.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P18_20231130_18_51_05_28.npz::valid_mask,video_features_v1/03_P18_20231130_18_51_05_28.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P18_20231130_18_52_20_28,video,P18,P18_20231130_1852_20,train,"[""Upper_body_video_03/03_P18_20231130_18_52_20_28.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P18_20231130_18_52_20_28.npz::valid_mask,video_features_v1/03_P18_20231130_18_52_20_28.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P19_20231201_11_46_26_32,video,P19,P19_20231201_1146_26,train,"[""Upper_body_video_03/03_P19_20231201_11_46_26_32.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P19_20231201_11_46_26_32.npz::valid_mask,video_features_v1/03_P19_20231201_11_46_26_32.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P19_20231201_11_47_51_20,video,P19,P19_20231201_1147_51,train,"[""Upper_body_video_03/03_P19_20231201_11_47_51_20.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P19_20231201_11_47_51_20.npz::valid_mask,video_features_v1/03_P19_20231201_11_47_51_20.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P20_20231201_16_05_20_21,video,P20,P20_20231201_1605_20,val,"[""Upper_body_video_03/03_P20_20231201_16_05_20_21.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P20_20231201_16_05_20_21.npz::valid_mask,video_features_v1/03_P20_20231201_16_05_20_21.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P20_20231201_16_07_03_19,video,P20,P20_20231201_1607_03,val,"[""Upper_body_video_03/03_P20_20231201_16_07_03_19.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P20_20231201_16_07_03_19.npz::valid_mask,video_features_v1/03_P20_20231201_16_07_03_19.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P20_20231201_16_08_10_19,video,P20,P20_20231201_1608_10,val,"[""Upper_body_video_03/03_P20_20231201_16_08_10_19.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P20_20231201_16_08_10_19.npz::valid_mask,video_features_v1/03_P20_20231201_16_08_10_19.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P21_20231207_14_38_20_19,video,P21,P21_20231207_1438_20,test,"[""Upper_body_video_03/03_P21_20231207_14_38_20_19.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P21_20231207_14_38_20_19.npz::valid_mask,video_features_v1/03_P21_20231207_14_38_20_19.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P21_20231207_14_40_03_15,video,P21,P21_20231207_1440_03,test,"[""Upper_body_video_03/03_P21_20231207_14_40_03_15.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P21_20231207_14_40_03_15.npz::valid_mask,video_features_v1/03_P21_20231207_14_40_03_15.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P21_20231207_14_41_47_21,video,P21,P21_20231207_1441_47,test,"[""Upper_body_video_03/03_P21_20231207_14_41_47_21.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P21_20231207_14_41_47_21.npz::valid_mask,video_features_v1/03_P21_20231207_14_41_47_21.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P22_20231207_15_48_08_29,video,P22,P22_20231207_1548_08,train,"[""Upper_body_video_03/03_P22_20231207_15_48_08_29.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P22_20231207_15_48_08_29.npz::valid_mask,video_features_v1/03_P22_20231207_15_48_08_29.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P22_20231207_15_49_22_24,video,P22,P22_20231207_1549_22,train,"[""Upper_body_video_03/03_P22_20231207_15_49_22_24.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P22_20231207_15_49_22_24.npz::valid_mask,video_features_v1/03_P22_20231207_15_49_22_24.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P22_20231207_15_50_25_27,video,P22,P22_20231207_1550_25,train,"[""Upper_body_video_03/03_P22_20231207_15_50_25_27.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P22_20231207_15_50_25_27.npz::valid_mask,video_features_v1/03_P22_20231207_15_50_25_27.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P23_20231208_09_26_31_20,video,P23,P23_20231208_0926_31,train,"[""Upper_body_video_03/03_P23_20231208_09_26_31_20.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P23_20231208_09_26_31_20.npz::valid_mask,video_features_v1/03_P23_20231208_09_26_31_20.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P23_20231208_09_27_36_28,video,P23,P23_20231208_0927_36,train,"[""Upper_body_video_03/03_P23_20231208_09_27_36_28.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P23_20231208_09_27_36_28.npz::valid_mask,video_features_v1/03_P23_20231208_09_27_36_28.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P23_20231208_09_28_50_20,video,P23,P23_20231208_0928_50,train,"[""Upper_body_video_03/03_P23_20231208_09_28_50_20.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P23_20231208_09_28_50_20.npz::valid_mask,video_features_v1/03_P23_20231208_09_28_50_20.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P24_20231208_14_57_40_26,video,P24,P24_20231208_1457_40,train,"[""Upper_body_video_03/03_P24_20231208_14_57_40_26.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,false,0.900000,video_features_v1/03_P24_20231208_14_57_40_26.npz::valid_mask,video_features_v1/03_P24_20231208_14_57_40_26.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,coverage_below_0.95
03_P24_20231208_14_58_42_16,video,P24,P24_20231208_1458_42,train,"[""Upper_body_video_03/03_P24_20231208_14_58_42_16.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P24_20231208_14_58_42_16.npz::valid_mask,video_features_v1/03_P24_20231208_14_58_42_16.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P24_20231208_14_59_52_26,video,P24,P24_20231208_1459_52,train,"[""Upper_body_video_03/03_P24_20231208_14_59_52_26.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P24_20231208_14_59_52_26.npz::valid_mask,video_features_v1/03_P24_20231208_14_59_52_26.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P25_20231208_15_53_28_33,video,P25,P25_20231208_1553_28,train,"[""Upper_body_video_03/03_P25_20231208_15_53_28_33.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P25_20231208_15_53_28_33.npz::valid_mask,video_features_v1/03_P25_20231208_15_53_28_33.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P25_20231208_15_54_46_35,video,P25,P25_20231208_1554_46,train,"[""Upper_body_video_03/03_P25_20231208_15_54_46_35.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P25_20231208_15_54_46_35.npz::valid_mask,video_features_v1/03_P25_20231208_15_54_46_35.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P25_20231208_15_56_06_24,video,P25,P25_20231208_1556_06,train,"[""Upper_body_video_03/03_P25_20231208_15_56_06_24.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P25_20231208_15_56_06_24.npz::valid_mask,video_features_v1/03_P25_20231208_15_56_06_24.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P26_20231208_19_03_33_26,video,P26,P26_20231208_1903_33,train,"[""Upper_body_video_03/03_P26_20231208_19_03_33_26.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P26_20231208_19_03_33_26.npz::valid_mask,video_features_v1/03_P26_20231208_19_03_33_26.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P26_20231208_19_04_38_23,video,P26,P26_20231208_1904_38,train,"[""Upper_body_video_03/03_P26_20231208_19_04_38_23.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P26_20231208_19_04_38_23.npz::valid_mask,video_features_v1/03_P26_20231208_19_04_38_23.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P26_20231208_19_05_48_23,video,P26,P26_20231208_1905_48,train,"[""Upper_body_video_03/03_P26_20231208_19_05_48_23.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P26_20231208_19_05_48_23.npz::valid_mask,video_features_v1/03_P26_20231208_19_05_48_23.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P27_20231226_14_32_34_25,video,P27,P27_20231226_1432_34,test,"[""Upper_body_video_03/03_P27_20231226_14_32_34_25.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P27_20231226_14_32_34_25.npz::valid_mask,video_features_v1/03_P27_20231226_14_32_34_25.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P27_20231226_14_33_39_22,video,P27,P27_20231226_1433_39,test,"[""Upper_body_video_03/03_P27_20231226_14_33_39_22.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P27_20231226_14_33_39_22.npz::valid_mask,video_features_v1/03_P27_20231226_14_33_39_22.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P27_20231226_14_34_49_22,video,P27,P27_20231226_1434_49,test,"[""Upper_body_video_03/03_P27_20231226_14_34_49_22.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P27_20231226_14_34_49_22.npz::valid_mask,video_features_v1/03_P27_20231226_14_34_49_22.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P28_20231226_15_48_16_24,video,P28,P28_20231226_1548_16,train,"[""Upper_body_video_03/03_P28_20231226_15_48_16_24.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P28_20231226_15_48_16_24.npz::valid_mask,video_features_v1/03_P28_20231226_15_48_16_24.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
03_P28_20231226_15_49_23_18,video,P28,P28_20231226_1549_23,train,"[""Upper_body_video_03/03_P28_20231226_15_49_23_18.mp4""]",0,0,10000,10000,Playing game,1,dcpt_video_6c_v1,true,1.000000,video_features_v1/03_P28_20231226_15_49_23_18.npz::valid_mask,video_features_v1/03_P28_20231226_15_49_23_18.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
